,control1,lps1,control2,lps2,control3,lps3
WIPI1,1206,1351,1549,2837,2202,1639
WIPI2,4496,3702,4133,4032,4417,4088
WISP1,0,1,0,0,0,1
WISP2,0,0,0,0,0,0
WISP3,1,2,0,1,1,3
WIZ,2324,1845,1682,1560,2099,1925
WLS,659,315,419,557,481,244
WNK1,21701,19365,16429,13987,24394,21165
WNK2,12,38,12,49,2,28
WNK3,3,4,7,5,5,4
WNK4,5,2,5,1,1,2
WNT1,22,4,86,27,8,11
WNT10A,0,3,4,0,5,14
WNT10B,11,4,33,11,6,9
WNT11,21,5,52,7,17,4
WNT16,5,12,6,6,5,6
WNT2,0,0,0,0,0,0
WNT2B,58,59,61,97,71,75
WNT3,11,3,24,1,2,3
WNT3A,0,0,6,2,4,0
WNT4,6,10,10,12,4,13
WNT5A,19,1260,25,1699,107,1666
WNT5B,12,13,4,26,5,1
WNT6,4,0,1,2,1,0
WNT7A,0,1,2,0,0,0
WNT7B,1,3,1,15,0,4
WNT8A,0,0,0,0,0,0
WNT8B,0,3,1,3,1,4
WNT9A,1,0,2,5,0,0
WNT9B,0,0,0,0,0,0
WRAP53,487,285,200,239,315,343
WRAP73,758,957,487,743,729,920
WRB,802,477,623,412,661,415
WRN,1014,729,842,674,876,720
WRNIP1,2121,2177,1666,2012,1882,2237
WSB1,6842,10263,6498,10354,6731,8905
WSB2,7504,8223,9770,7145,8718,8319
WSCD1,10,5,34,12,2,2
WSCD2,3,1,8,0,1,0
WT1,9,25,15,30,1,10
WT1-AS,1,3,0,18,0,1
WTAP,4406,21229,4143,18404,3865,15377
WTAPP1,0,0,1,4,1,3
WTH3DI,8,6,6,7,11,4
WTIP,46,11,163,10,15,12
WWC1,225,19,190,25,2,0
WWC2,1673,937,856,847,1092,755
WWC2-AS2,24,22,15,27,19,11
WWC3,2033,1368,1230,521,1692,1035
WWOX,281,100,180,77,256,108
WWP1,3334,1741,2625,1796,4277,1624
WWP2,4349,4654,4755,5077,4643,5247
WWTR1,152,33,353,36,265,130
WWTR1-AS1,0,0,1,0,1,0
XAB2,1906,2432,1600,2276,1922,2510
XAF1,702,20679,1213,25025,828,18436
XAGE-4,0,0,0,0,0,0
XAGE1B,0,0,0,0,0,0
XAGE1E,0,0,0,0,0,0
XAGE2,0,0,0,0,0,0
XAGE3,0,0,0,0,0,0
XAGE5,0,2,2,0,2,1
XBP1,5314,5594,4056,4925,5792,5401
XCL1,1,1,1,4,1,2
XCL2,0,1,0,2,1,1
XCR1,31,4,2,1,21,1
XDH,0,2,6,24,5,5
XG,2,0,0,0,0,1
XGPY2,0,0,0,0,0,0
XIAP,5126,5656,6813,6206,4783,5721
XIRP1,65,63,229,138,7,144
XIRP2,0,0,0,0,0,0
XIRP2-AS1,0,0,0,0,0,0
XIST,24617,19455,21483,17171,21830,19368
XK,34,17,31,8,34,26
XKR3,34,2,34,1,39,7
XKR4,0,0,0,0,0,0
XKR5,0,0,0,0,0,0
XKR6,34,23,20,19,14,15
XKR7,1,11,0,0,1,1
XKR8,427,427,370,860,497,541
XKR9,8,7,6,8,6,5
XKRX,7,10,39,38,5,15
XKRY,0,0,0,0,0,0
XKRY2,0,0,0,0,0,0
XPA,649,408,492,345,726,498
XPC,3455,2558,4321,1884,2337,2241
XPNPEP1,3966,3741,3647,3218,3745,3653
XPNPEP2,35,6,66,7,62,19
XPNPEP3,925,354,702,309,784,428
XPO1,15705,13791,13359,15278,12840,12925
XPO4,3474,1936,2589,1593,2490,1925
XPO5,3449,3342,2677,2836,2412,3368
XPO6,6794,7212,4803,6411,5489,6485
XPO7,5374,3833,4233,3222,4761,3892
XPOT,8576,3196,5068,2527,5720,3594
XPR1,3621,2807,3518,2341,2760,3177
XRCC1,1676,1706,1470,1535,1791,2186
XRCC2,363,55,47,38,28,16
XRCC3,803,359,428,371,555,470
XRCC4,572,622,612,562,516,619
XRCC5,18708,11389,13949,12148,15268,12668
XRCC6,13148,8856,10120,8691,11407,9538
XRCC6BP1,120,33,132,34,243,129
XRCC6P5,4,3,1,4,1,2
XRN1,2905,8973,3010,16430,3005,7174
XRN2,5939,5053,5243,4037,5545,4945
XRRA1,922,823,463,408,610,485
XXYLT1,704,240,348,234,537,199
XXYLT1-AS1,0,0,0,0,0,0
XXYLT1-AS2,0,3,1,0,1,0
XYLB,507,38,353,30,401,82
XYLT1,5678,4405,4905,4487,5983,4531
XYLT2,1093,672,1073,1311,944,766
YAE1D1,303,323,287,255,255,311
YAF2,600,515,568,542,538,528
YAP1,1,5,6,112,0,8
YARS,6186,4480,4135,3338,5157,4360
YARS2,873,464,668,478,753,480
YBEY,734,701,648,594,529,578
YBX1,58171,19094,46889,14347,58684,18480
YBX2,0,0,0,0,1,0
YBX3,6257,4135,5435,4134,4092,3428
YBX3P1,5,3,4,2,2,2
YDJC,791,271,375,362,442,257
YEATS2,3854,3583,2330,5515,3105,3263
YEATS4,767,604,469,667,584,735
YES1,23,70,26,424,16,288
YIF1A,1752,776,1705,593,1591,868
YIF1B,2774,1279,2012,1059,2650,1376
YIPF1,1657,1831,1497,1717,1976,1892
YIPF2,1321,839,1259,633,1093,832
YIPF3,3288,3663,3536,3815,3574,3586
YIPF4,1537,1929,1632,1896,1734,1779
YIPF5,3224,3129,3619,3308,3806,3862
YIPF6,2498,2814,2701,2202,2208,2737
YIPF7,4,2,5,0,3,3
YJEFN3,145,141,78,87,129,163
YKT6,4856,3948,4551,3266,5092,4248
YLPM1,4763,3395,3421,2521,4323,3560
YME1L1,8881,11529,9741,13515,8430,11245
YOD1,1053,1016,1152,1084,1040,1266
YPEL1,81,110,112,147,107,130
YPEL2,903,1164,957,1493,817,934
YPEL3,952,981,1063,1116,1140,905
YPEL4,769,631,1470,828,673,632
YPEL5,2718,4848,3516,5908,3334,4393
YPLR6490,1,0,3,0,0,0
YRDC,981,2001,1057,1200,605,2047
YTHDC1,3056,3462,2800,3379,3053,3775
YTHDC2,2410,1927,1658,1076,2653,1912
YTHDF1,3537,2554,2680,2282,3182,2738
YTHDF2,4508,3628,3438,3422,3882,3737
YTHDF3,6370,6693,7375,6418,6543,6783
YTHDF3-AS1,22,14,32,21,21,14
YWHAB,20414,15689,17570,13843,21013,16659
YWHAE,16268,10977,12438,10048,14019,11404
YWHAEP1,2,1,1,2,4,1
YWHAEP7,0,0,0,0,0,0
YWHAG,26512,19246,21074,15336,20427,20278
YWHAH,8511,6533,4322,7953,13311,10041
YWHAQ,10347,7197,15946,9793,7979,9895
YWHAZ,53982,48950,73348,56735,60081,52060
YY1,5485,4229,4958,4576,4891,4121
YY1AP1,3061,3947,2632,3531,3168,4120
YY1P2,0,0,0,0,0,0
YY2,183,66,132,68,92,39
ZACN,1,1,1,3,2,1
ZADH2,2198,1184,2483,1301,1485,1005
ZAK,2432,2570,2093,2490,2023,3575
ZAN,0,0,0,1,0,0
ZAP70,85,159,38,47,249,262
ZAR1,0,0,0,0,1,1
ZAR1L,0,2,0,2,0,0
ZBBX,0,0,0,0,0,0
ZBED1,3741,4404,3109,6058,4402,3345
ZBED2,0,7,1,3,5,4
ZBED3,535,47,279,104,526,57
ZBED3-AS1,45,10,72,19,106,6
ZBED4,2609,1502,2009,1452,2712,1841
ZBED5,2479,1811,1833,1252,1998,1927
ZBED5-AS1,546,205,758,266,595,295
ZBED6,952,1149,784,1167,1144,1342
ZBED6CL,99,214,90,612,100,221
ZBP1,5,387,4,2071,12,300
ZBTB1,4795,5765,6006,4488,4702,6475
ZBTB10,515,1917,549,2451,505,1329
ZBTB11,2447,1406,1773,1075,1883,1476
ZBTB11-AS1,152,146,127,137,131,138
ZBTB12,161,25,49,33,103,15
ZBTB14,1056,745,1005,631,1039,803
ZBTB16,3,4,1,1,8,3
ZBTB17,1896,2729,1440,2862,1363,2918
ZBTB18,957,770,656,907,966,823
ZBTB2,1534,2046,1010,1585,1188,1833
ZBTB20,617,715,415,742,564,644
ZBTB20-AS1,1,1,0,0,0,1
ZBTB21,2036,1883,3080,2254,1864,2045
ZBTB22,639,900,904,1021,696,904
ZBTB24,1096,853,786,914,934,866
ZBTB25,413,407,410,430,460,473
ZBTB26,199,308,311,257,239,331
ZBTB3,218,218,218,228,244,242
ZBTB32,8,2,6,6,4,4
ZBTB33,2516,2396,3681,3212,2430,2664
ZBTB34,1876,2068,1692,2248,2441,2592
ZBTB37,388,384,296,335,322,451
ZBTB38,3741,5383,3777,8196,4294,5740
ZBTB39,717,792,459,680,767,865
ZBTB4,6274,3416,4555,3396,8467,3656
ZBTB40,3046,2987,2510,2760,3691,3716
ZBTB41,1187,1650,1293,1828,1291,1824
ZBTB42,195,198,336,515,240,180
ZBTB43,2087,2598,2502,3652,1765,2896
ZBTB44,2276,1336,1616,1429,2150,1327
ZBTB45,843,730,656,723,721,713
ZBTB46,597,1076,1221,930,515,1001
ZBTB47,1836,563,1212,621,1351,664
ZBTB48,1655,1445,1228,749,1323,1389
ZBTB49,272,271,215,205,272,284
ZBTB5,688,648,552,857,817,732
ZBTB6,1314,1333,1191,1113,1268,1422
ZBTB7A,5996,6334,5645,5586,5704,7354
ZBTB7B,5487,6805,5826,4455,6360,8496
ZBTB7C,256,36,1173,100,91,28
ZBTB8A,106,24,211,105,98,58
ZBTB8B,0,0,0,0,0,0
ZBTB8OS,781,740,733,589,908,738
ZBTB9,582,328,545,260,556,345
ZC2HC1A,342,247,315,405,447,276
ZC2HC1B,0,2,5,0,2,1
ZC2HC1C,52,34,85,57,39,55
ZC3H10,547,496,380,414,565,482
ZC3H11A,6298,7416,5313,7840,6594,8505
ZC3H12A,1881,14061,1773,11240,1356,10416
ZC3H12B,62,14,49,13,34,35
ZC3H12C,2137,3168,3830,4406,2173,3238
ZC3H12D,775,413,224,275,627,223
ZC3H13,5489,5229,5977,4514,5973,5768
ZC3H14,2653,1749,2429,1650,2454,1933
ZC3H15,4128,2644,2893,2249,2936,2656
ZC3H18,3269,2825,2055,2531,2563,2945
ZC3H3,907,1403,969,1616,958,1756
ZC3H4,3040,2501,1974,3296,2733,2523
ZC3H6,775,938,958,971,837,1099
ZC3H7A,3167,3595,2733,3839,3103,3470
ZC3H7B,5571,4419,4417,4302,4458,3665
ZC3H8,580,403,462,342,370,419
ZC3HAV1,6881,4961,5584,6294,6210,5037
ZC3HAV1L,225,22,68,32,77,36
ZC3HC1,676,695,587,618,596,657
ZC4H2,147,102,87,101,113,70
ZCCHC10,617,756,529,770,720,746
ZCCHC11,1651,1176,1256,1349,1539,1243
ZCCHC12,2,0,0,2,0,1
ZCCHC13,0,0,0,0,0,0
ZCCHC14,1441,895,1620,884,1833,1048
ZCCHC16,0,0,1,0,0,0
ZCCHC17,1079,1053,982,1042,1142,1308
ZCCHC18,5,10,3,2,12,11
ZCCHC2,4785,11771,6754,12187,4083,11060
ZCCHC24,692,304,398,326,1265,456
ZCCHC3,861,1121,676,1126,919,1210
ZCCHC4,823,494,683,381,660,440
ZCCHC5,10,10,33,15,2,14
ZCCHC6,5889,4749,5792,4442,4214,4969
ZCCHC7,926,846,854,690,680,676
ZCCHC8,1629,2266,1261,2253,1644,2288
ZCCHC9,893,1073,772,949,834,1148
ZCRB1,1980,1633,1878,1597,2013,1883
ZCWPW1,422,530,326,454,426,583
ZCWPW2,19,34,36,30,35,31
ZDBF2,223,221,66,151,203,227
ZDHHC1,56,17,21,35,51,18
ZDHHC11,55,49,28,26,50,39
ZDHHC11B,1,1,0,1,2,1
ZDHHC12,1931,2063,1751,2324,1889,1999
ZDHHC13,606,801,522,1299,555,885
ZDHHC14,468,84,271,113,275,64
ZDHHC15,0,3,4,1,6,3
ZDHHC16,1729,1070,1140,926,1635,1055
ZDHHC17,1663,2216,1779,2529,1604,2289
ZDHHC18,2214,2481,2638,5377,2335,3159
ZDHHC19,74,19,184,30,59,25
ZDHHC2,2467,1172,1352,1788,2987,1285
ZDHHC20,9850,6884,8246,5681,9568,6741
ZDHHC21,3055,2295,3125,2590,1917,1697
ZDHHC22,0,0,0,1,0,0
ZDHHC23,113,75,108,220,121,84
ZDHHC24,794,487,884,717,1018,704
ZDHHC3,4471,4556,5140,4076,5057,5003
ZDHHC4,982,867,999,849,1198,865
ZDHHC5,9966,10489,11061,10976,9384,10522
ZDHHC6,3496,3406,2119,2865,3543,3746
ZDHHC7,8011,4794,6596,3891,8301,4405
ZDHHC8,2193,882,1636,901,1849,952
ZDHHC8P1,0,0,0,0,0,0
ZDHHC9,1134,889,898,1276,770,671
ZEB1,71,65,189,186,57,135
ZEB1-AS1,9,9,15,17,2,16
ZEB2,28013,32630,25145,23430,25204,32863
ZEB2-AS1,35,40,35,18,33,23
ZER1,1450,1932,1352,3350,1520,1795
ZFAND1,708,614,591,574,596,569
ZFAND2A,540,802,324,577,325,570
ZFAND2B,829,706,555,581,947,798
ZFAND3,3824,5908,3618,5072,4095,5872
ZFAND4,209,268,180,257,283,420
ZFAND5,11240,18682,11055,22017,10389,15373
ZFAND6,4312,3789,5016,4586,4337,4145
ZFAS1,1611,1029,1222,1464,979,985
ZFAT,593,415,415,361,526,403
ZFAT-AS1,0,0,0,0,1,0
ZFC3H1,3416,3476,3507,3687,3676,3994
ZFHX2,381,544,273,647,236,526
ZFHX3,3585,2579,2845,2426,4491,2830
ZFHX4,4,1,1,9,2,8
ZFHX4-AS1,0,0,0,0,0,0
ZFP1,509,383,458,528,349,369
ZFP14,293,271,326,198,452,272
ZFP2,4,10,4,10,17,11
ZFP28,220,142,250,155,283,142
ZFP3,439,470,693,310,692,498
ZFP30,276,130,395,288,438,185
ZFP36,2926,4021,1624,5577,6880,4539
ZFP36L1,11466,9891,9126,5883,19982,11673
ZFP36L2,15739,5167,9590,4599,19088,5140
ZFP37,32,54,13,28,22,40
ZFP41,533,394,345,437,580,522
ZFP42,0,0,0,0,0,0
ZFP57,476,205,0,1,475,343
ZFP62,663,683,703,1155,723,716
ZFP64,665,333,553,356,627,301
ZFP69,260,141,195,173,239,141
ZFP69B,154,93,128,82,73,106
ZFP82,84,76,147,85,185,98
ZFP90,653,502,578,605,711,468
ZFP91,5196,4593,4657,4267,4988,4950
ZFP91-CNTF,0,0,0,0,0,0
ZFP92,521,331,759,250,745,509
ZFPL1,1147,1210,1305,1003,1123,1137
ZFPM1,220,145,216,163,207,162
ZFPM2,0,3,3,44,0,4
ZFR,6797,5650,6596,5663,5653,6136
ZFR2,10,5,12,11,5,11
ZFX,2729,3202,2233,3245,2717,3156
ZFX-AS1,2,3,2,2,1,1
ZFY,0,2,0,0,0,0
ZFYVE1,1147,1863,1055,1752,1464,1880
ZFYVE16,11326,19979,23394,14627,10367,20706
ZFYVE19,1030,914,934,781,1325,1036
ZFYVE20,2003,2089,2022,2047,2129,2190
ZFYVE21,1058,657,990,566,1083,701
ZFYVE26,6946,7596,5819,10301,10887,8177
ZFYVE27,1432,1849,1299,1683,1204,1711
ZFYVE28,962,576,984,832,1317,625
ZFYVE9,77,35,98,39,69,51
ZG16,1,0,0,0,0,0
ZG16B,44,91,38,28,69,92
ZGLP1,235,100,182,73,242,138
ZGPAT,1118,1251,1002,1268,1261,1336
ZHX1,2829,2332,2625,1877,2317,2225
ZHX1-C8ORF76,30,53,48,54,37,45
ZHX2,315,955,431,1377,423,921
ZHX3,1715,381,1071,195,1341,375
ZIC1,0,0,0,0,0,0
ZIC2,1,0,3,0,0,3
ZIC3,0,1,0,0,0,0
ZIC4,0,0,0,0,0,0
ZIC5,0,0,0,0,0,0
ZIK1,139,86,137,64,175,86
ZIM2,0,0,0,0,0,0
ZIM3,0,0,0,0,0,0
ZKSCAN1,5118,4935,4426,4065,4477,4639
ZKSCAN2,445,377,386,371,404,395
ZKSCAN3,354,287,387,432,384,322
ZKSCAN4,240,196,229,203,355,229
ZKSCAN5,911,1163,783,1230,876,1364
ZKSCAN7,88,100,85,92,101,100
ZKSCAN8,2053,2192,1867,1973,2616,2342
ZMAT1,463,537,362,493,667,585
ZMAT2,3343,2819,3430,2775,3408,2950
ZMAT3,3922,1150,2625,922,3126,1060
ZMAT4,0,0,0,0,0,0
ZMAT5,366,247,265,175,377,241
ZMIZ1,37327,15483,34565,14363,42620,21725
ZMIZ1-AS1,4263,3543,7527,3771,3671,5014
ZMIZ2,7625,13836,5204,11797,5537,12533
ZMPSTE24,6366,5586,6107,5544,5701,5573
ZMYM1,867,638,619,626,713,601
ZMYM2,3093,2663,2858,2878,3245,2816
ZMYM3,3734,1673,4181,1514,3176,1838
ZMYM4,3633,4091,3006,4595,3604,4000
ZMYM5,335,543,361,529,383,533
ZMYM6,2177,1578,2154,1822,2152,1696
ZMYM6NB,637,1882,671,1880,970,1783
ZMYND10,37,13,26,14,44,23
ZMYND11,3908,2247,3125,2111,3249,2072
ZMYND12,53,39,47,42,64,28
ZMYND15,353,1868,708,2606,337,1686
ZMYND19,895,298,487,221,587,343
ZMYND8,2458,3104,2606,2478,1732,2852
ZNF10,93,119,122,86,172,133
ZNF100,809,782,748,918,757,785
ZNF101,415,446,394,602,453,523
ZNF106,14955,9976,11373,7068,13574,11193
ZNF107,872,1024,355,1276,1148,1515
ZNF112,148,102,156,136,231,161
ZNF114,18,2,25,3,14,2
ZNF117,981,939,1674,1054,1343,1030
ZNF12,1222,991,1185,790,1320,1113
ZNF121,465,289,319,170,405,312
ZNF124,899,460,585,579,1539,675
ZNF131,1332,838,829,901,1266,961
ZNF132,185,114,203,81,252,162
ZNF133,400,396,326,395,393,365
ZNF134,518,469,661,400,707,505
ZNF135,41,37,117,40,92,36
ZNF136,481,564,541,626,531,617
ZNF137P,152,178,173,206,300,325
ZNF138,151,140,116,105,184,119
ZNF14,170,159,189,126,244,155
ZNF140,495,550,665,631,589,595
ZNF141,280,267,287,269,358,285
ZNF142,1174,1519,676,1315,1085,1631
ZNF143,1237,1286,1078,1266,1135,1523
ZNF146,3877,1864,2964,1493,2766,1901
ZNF148,2829,2508,2149,2468,2767,2866
ZNF154,301,236,211,168,380,188
ZNF155,106,114,154,136,252,199
ZNF157,0,3,0,2,1,3
ZNF16,190,197,225,132,206,145
ZNF160,950,1196,1126,1368,1300,1279
ZNF165,21,9,30,16,29,29
ZNF169,355,240,233,178,285,216
ZNF17,275,229,270,144,300,255
ZNF174,406,266,362,248,444,299
ZNF175,561,707,489,666,612,832
ZNF177,0,0,0,0,0,0
ZNF18,404,363,464,317,462,333
ZNF180,350,233,324,187,302,225
ZNF181,307,240,346,257,366,312
ZNF182,473,507,403,503,579,568
ZNF184,402,254,341,244,446,328
ZNF185,1894,830,607,253,2594,955
ZNF189,976,1513,1001,1322,972,1477
ZNF19,67,71,64,72,77,47
ZNF192P1,24,20,40,29,21,16
ZNF195,1017,847,669,658,858,780
ZNF197,673,810,643,666,767,787
ZNF2,355,282,320,246,411,281
ZNF20,0,1,0,0,0,0
ZNF200,643,894,500,1163,638,714
ZNF202,661,427,482,329,580,370
ZNF204P,7,8,5,5,30,23
ZNF205,245,220,291,349,360,302
ZNF205-AS1,10,8,10,10,15,18
ZNF207,9942,10985,9255,11811,9005,12499
ZNF208,11,8,9,4,28,20
ZNF211,355,479,489,377,709,697
ZNF212,372,383,362,470,407,491
ZNF213,956,982,876,799,799,1009
ZNF214,7,3,3,6,11,7
ZNF215,34,10,11,8,19,14
ZNF217,5066,7538,3952,5074,4455,6398
ZNF219,3593,1349,3200,1324,3329,1612
ZNF22,850,832,631,964,1049,809
ZNF221,51,60,62,62,89,69
ZNF222,79,150,82,109,125,132
ZNF223,332,401,377,327,432,343
ZNF224,492,459,486,526,526,447
ZNF225,255,308,292,216,318,300
ZNF226,379,354,486,322,565,376
ZNF227,434,475,500,423,537,493
ZNF229,105,72,263,70,172,100
ZNF23,455,344,342,362,360,264
ZNF230,197,314,190,353,246,264
ZNF232,273,203,204,180,289,227
ZNF233,29,15,27,31,50,12
ZNF234,514,452,406,278,620,547
ZNF235,185,323,164,227,310,336
ZNF236,1118,901,938,1044,1067,985
ZNF239,39,5,5,4,8,5
ZNF24,4245,4806,4013,4390,4422,4965
ZNF248,490,313,428,200,602,308
ZNF25,1076,946,922,813,1116,971
ZNF250,231,197,250,180,317,164
ZNF251,408,371,324,444,451,357
ZNF252P,1050,853,943,617,1056,739
ZNF252P-AS1,14,18,14,15,13,14
ZNF253,175,110,294,129,352,184
ZNF254,594,625,603,723,683,609
ZNF256,113,56,152,48,211,96
ZNF257,41,34,35,31,43,26
ZNF259,2191,1667,1634,1582,1778,1590
ZNF26,325,286,321,231,429,288
ZNF260,625,521,707,556,880,644
ZNF263,1389,844,1189,761,1418,860
ZNF264,1360,1331,1425,1256,1896,1686
ZNF266,1494,1423,1428,1184,1511,1168
ZNF267,4250,7443,5106,9111,4306,7394
ZNF268,794,792,984,876,960,901
ZNF271,1149,972,1054,799,1163,1077
ZNF273,156,179,108,213,162,164
ZNF274,1088,1386,1515,1274,1782,1798
ZNF275,800,698,838,592,772,644
ZNF276,876,866,494,611,795,1050
ZNF277,566,1162,553,2047,630,1193
ZNF28,772,665,1070,820,1142,779
ZNF280A,0,0,0,0,0,0
ZNF280B,96,20,17,70,112,47
ZNF280C,276,284,239,316,255,293
ZNF280D,1227,719,671,574,1094,622
ZNF281,3091,4183,3419,4529,2984,3909
ZNF282,1292,1159,1114,1431,1199,1211
ZNF283,206,148,167,110,161,152
ZNF284,185,143,137,134,220,177
ZNF285,45,19,32,10,83,28
ZNF286A,215,111,130,160,212,160
ZNF286B,12,9,16,12,37,23
ZNF287,32,34,57,37,34,27
ZNF292,1971,2055,1860,2493,2142,2319
ZNF295-AS1,7,0,1,0,8,2
ZNF296,283,87,130,167,166,59
ZNF3,900,760,662,718,810,829
ZNF30,70,37,89,59,115,43
ZNF300,136,152,112,162,125,142
ZNF300P1,2,20,1,11,6,19
ZNF302,778,783,912,925,1005,1003
ZNF304,508,420,548,388,675,452
ZNF311,66,80,59,79,61,135
ZNF316,4216,2353,3920,1385,4064,2572
ZNF317,2937,2993,2664,2742,3146,3109
ZNF318,3989,4656,3732,3166,3955,6665
ZNF319,924,983,726,734,797,873
ZNF32,378,301,410,249,422,259
ZNF32-AS1,13,7,15,16,14,8
ZNF32-AS2,49,34,47,24,36,29
ZNF32-AS3,0,0,0,0,0,0
ZNF320,926,524,994,585,1009,571
ZNF321P,0,0,0,0,2,1
ZNF322,305,299,457,365,424,395
ZNF324,424,295,316,240,379,338
ZNF324B,218,111,134,69,215,125
ZNF326,1426,1557,1048,1401,1248,1744
ZNF329,242,224,445,227,478,236
ZNF330,2081,1483,1697,1083,2144,1580
ZNF331,1062,1108,597,987,2441,1460
ZNF333,578,652,335,432,646,738
ZNF334,45,38,56,90,25,33
ZNF335,2471,2212,1909,1719,2106,2167
ZNF337,695,573,523,441,717,508
ZNF33A,1298,1225,862,1020,1830,1260
ZNF33B,290,158,108,279,390,121
ZNF33BP1,0,1,2,0,1,0
ZNF34,149,196,167,110,129,129
ZNF341,403,396,342,383,370,362
ZNF343,420,320,286,269,360,329
ZNF345,117,92,126,75,196,96
ZNF346,450,421,261,397,364,453
ZNF347,267,383,406,482,513,500
ZNF35,425,249,379,221,438,264
ZNF350,494,701,533,809,514,694
ZNF354A,595,336,455,450,657,495
ZNF354B,255,178,179,215,345,241
ZNF354C,195,162,221,218,240,169
ZNF358,633,312,290,246,671,334
ZNF362,1541,1094,1571,1017,1377,908
ZNF365,40,17,108,21,54,40
ZNF366,2483,2455,4865,2768,1711,3552
ZNF367,742,22,72,23,36,32
ZNF37A,1862,1595,1346,1399,1583,1702
ZNF37BP,728,489,536,538,619,470
ZNF382,150,133,275,136,218,156
ZNF383,198,155,185,138,244,194
ZNF384,3117,3318,2721,2731,2928,3536
ZNF385A,11896,12065,19558,15710,11895,11148
ZNF385B,0,0,0,0,0,0
ZNF385C,12,12,14,10,17,7
ZNF385D,65,15,55,8,14,5
ZNF391,31,14,25,33,90,31
ZNF394,773,900,730,1143,766,940
ZNF395,1606,274,2695,433,1927,469
ZNF396,84,85,107,119,128,125
ZNF397,650,794,574,625,761,735
ZNF398,1394,932,1607,1044,1329,1211
ZNF404,45,21,42,13,59,19
ZNF407,1336,967,1193,902,1338,1377
ZNF408,486,409,401,398,402,404
ZNF41,795,840,875,989,796,879
ZNF410,1416,1894,1281,1886,1532,2093
ZNF414,416,486,470,387,381,422
ZNF415,30,29,109,41,48,32
ZNF416,157,79,164,87,224,111
ZNF417,621,627,572,542,756,673
ZNF418,101,83,97,98,129,79
ZNF419,222,200,222,165,293,193
ZNF420,215,114,204,95,317,139
ZNF423,1,2,1,0,2,0
ZNF425,75,61,117,92,66,82
ZNF426,303,349,313,478,355,371
ZNF428,401,252,413,169,494,247
ZNF429,155,163,299,280,267,338
ZNF43,438,322,484,482,595,469
ZNF430,962,937,1188,1007,960,1152
ZNF431,677,493,624,445,832,653
ZNF432,198,283,232,248,306,318
ZNF433,46,62,45,58,79,44
ZNF436,428,632,511,847,509,670
ZNF438,2566,2070,2763,2299,3052,2426
ZNF439,73,51,68,55,75,35
ZNF44,321,343,301,333,534,445
ZNF440,547,375,512,300,643,422
ZNF441,265,375,322,433,360,371
ZNF442,22,60,40,69,40,57
ZNF443,81,31,55,24,76,30
ZNF444,659,606,558,585,578,646
ZNF445,1054,766,636,540,1025,783
ZNF446,253,162,173,138,248,176
ZNF449,430,284,149,258,463,257
ZNF45,712,681,742,666,852,799
ZNF451,2126,2084,1938,2256,1896,2108
ZNF454,0,0,0,0,0,0
ZNF460,146,144,137,144,159,179
ZNF461,147,110,160,121,211,126
ZNF462,432,249,128,593,20,88
ZNF467,1220,446,349,330,1409,503
ZNF468,993,923,1672,1401,1346,1161
ZNF469,586,751,352,909,485,586
ZNF470,228,170,395,297,458,255
ZNF471,190,151,204,124,236,155
ZNF473,483,347,302,267,462,386
ZNF474,9,3,5,2,11,9
ZNF479,0,0,0,0,0,0
ZNF48,162,76,101,66,173,65
ZNF480,676,173,371,389,1032,315
ZNF483,10,9,2,10,8,14
ZNF484,208,379,192,391,227,353
ZNF485,146,38,79,18,104,32
ZNF486,117,57,209,72,233,87
ZNF487,35,38,26,66,50,55
ZNF488,8,1,2,1,0,0
ZNF490,378,426,339,353,380,389
ZNF491,67,22,46,15,65,10
ZNF492,15,8,3,5,8,6
ZNF493,144,131,258,230,319,250
ZNF496,994,1001,1180,1755,1189,958
ZNF497,73,47,55,47,98,53
ZNF500,405,378,266,290,383,346
ZNF501,72,85,105,61,134,66
ZNF502,115,76,112,56,147,61
ZNF503,484,121,205,92,537,133
ZNF503-AS1,0,2,0,0,2,1
ZNF503-AS2,111,27,76,24,112,32
ZNF506,327,288,460,306,646,410
ZNF507,22,61,52,57,57,79
ZNF510,676,521,582,523,747,610
ZNF511,750,507,438,375,717,580
ZNF512,1202,1202,1053,1036,1257,1196
ZNF512B,813,288,472,384,636,280
ZNF513,906,1028,815,819,990,1062
ZNF514,553,371,328,306,583,333
ZNF516,5380,3680,2612,4982,3808,2575
ZNF517,157,154,149,164,232,167
ZNF518A,2394,2942,2166,2967,2533,2865
ZNF518B,1420,1376,1400,1490,1535,1577
ZNF519,106,57,55,39,76,49
ZNF521,11,5,22,16,24,16
ZNF524,427,420,501,371,528,495
ZNF525,394,436,471,489,529,377
ZNF526,848,601,625,524,929,621
ZNF527,187,121,248,81,252,138
ZNF528,310,213,497,206,706,303
ZNF529,576,376,682,279,727,431
ZNF530,123,65,98,50,117,59
ZNF532,1376,1018,1110,993,1123,826
ZNF534,1,0,4,2,1,5
ZNF536,0,0,0,0,0,0
ZNF540,26,25,59,17,83,31
ZNF541,0,0,2,1,2,1
ZNF542,421,430,688,499,673,552
ZNF543,207,163,159,173,236,194
ZNF544,249,137,441,135,382,172
ZNF546,205,193,160,147,246,198
ZNF547,66,85,75,70,107,109
ZNF548,441,379,520,247,610,388
